ID,Block Number,Restriction,Time Limit,Street,Payment Time,Total Space,Hourly Rate,Mobile Payment Number,Pay Type,Business Zone,Center Point,Line
2906,4484,"AM, PM",2 HOUR,Portage Ave E,0900 - 1530,3,1.75,204376,"Paystation, PaybyPhone",Downtown,POINT (-97.1370554403099 49.8951269730866),"MULTILINESTRING ((-97.1369546069276 49.8950964428457, -97.1371562754865 49.8951575037448))"
374,4491,NONE,2 HOUR,Carlton St,0800 - 1730,3,2.75,204241,"Paystation, PaybyPhone",Downtown,POINT (-97.1454825417124 49.8917120709628),"MULTILINESTRING ((-97.1454480293 49.8916484215396, -97.1455170545806 49.8917757210482))"
362,3456,NONE,2 HOUR,Carlton St,0800 - 1730,4,2.75,204237,"Paystation, PaybyPhone",Downtown,POINT (-97.144521663553 49.8903236299297),"MULTILINESTRING ((-97.1444505171348 49.8901923381638, -97.1445928110316 49.8904549228943))"
158,3395,NONE,4 HOUR,Olivia St,0800 - 1730,3,2.75,204626,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1585721619888 49.9025282330746),"MULTILINESTRING ((-97.1586339538913 49.9024473475759, -97.1585103697386 49.9026091187243))"
628,4283,NONE,2 HOUR,St Mary Ave,0800 - 1730,5,1.75,204422,"Paystation, PaybyPhone",Downtown,POINT (-97.1396398482824 49.8912160404338),"MULTILINESTRING ((-97.1394757232195 49.8912533464217, -97.1398039727677 49.8911787342879))"
2922,PBP-147,AM,2 HOUR,Princess St,0900 - 1730,8,1.75,,PaybyPhone Only,Exchange,POINT (-97.1411722596015 49.9000243712513),"MULTILINESTRING ((-97.1412901900431 49.8997562206174, -97.1411452575665 49.9000857681329, -97.1409977161612 49.9002784176509))"
271,4532,NONE,2 HOUR,Cooper Ave,0800 - 1730,3,1.75,204248,"Paystation, PaybyPhone",Downtown,POINT (-97.1508328532139 49.8883315514004),"MULTILINESTRING ((-97.1507286209362 49.8883278861382, -97.150937085002 49.8883352165514))"
530,3208,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,1,2.75,204600,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1611605062619 49.9047817211277),"MULTILINESTRING ((-97.1611293484664 49.9047717173727, -97.1611916852478 49.9047917316737))"
808,PBP-124,NONE,2 HOUR,Cumberland Ave,0800 - 1730,7,1.75,204250,PaybyPhone Only,Downtown,POINT (-97.1469569101632 49.896573720984),"MULTILINESTRING ((-97.1467386864694 49.8965037784673, -97.1471751358237 49.8966436635187))"
1958,PBP-048,NONE,2 HOUR,Lily St,0800 - 1730,4,1.75,204522,PaybyPhone Only,Exchange,POINT (-97.1341692430223 49.9005644994889),"MULTILINESTRING ((-97.1342374673857 49.9004754027697, -97.1341010188261 49.9006535956207))"
742,PBP-018,"AM, PM",2 HOUR,Logan Ave,0900 - 1530,5,1.75,204701,PaybyPhone Only,No Biz Zone,POINT (-97.1403010744345 49.9039351694258),"MULTILINESTRING ((-97.1401452211812 49.9038851772226, -97.1404569255426 49.9039851606284))"
694,4960,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,4,1.75,204217,"Paystation, PaybyPhone",Downtown,POINT (-97.1447550593276 49.8995233503128),"MULTILINESTRING ((-97.1446009754313 49.8994738573652, -97.1449076395307 49.8995723599612, -97.1449091468346 49.8995728440556))"
174,3196,NONE,4 HOUR,McDermot Ave,0800 - 1730,12,2.75,204616,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1631546268884 49.9044043545527),"MULTILINESTRING ((-97.1626973857687 49.9042576145969, -97.1636118708425 49.9045510927276))"
453,3425,NONE,2 HOUR,King St,0800 - 1730,3,2.75,204514,"Paystation, PaybyPhone",Exchange,POINT (-97.140504372539 49.8990895448961),"MULTILINESTRING ((-97.1405503354278 49.8990289901222, -97.1404584118928 49.8991500965454))"
127,PBP-199,NONE,2 HOUR,Pacific Ave,0800 - 1730,2,1.75,204355,PaybyPhone Only,Downtown,POINT (-97.1390143987617 49.9018384829524),"MULTILINESTRING ((-97.1389519952246 49.9018185578184, -97.1390767984094 49.9018584067946))"
216,PBP-074,NONE,2 HOUR,Selkirk Ave,0800 - 1730,18,1.75,204742,PaybyPhone Only,Selkirk,POINT (-97.1474709768783 49.916511061619),"MULTILINESTRING ((-97.1465436608018 49.9162133417996, -97.1473120634637 49.9164600423925, -97.1478400888224 49.9166295639276, -97.1483983053637 49.9168087743993))"
220,7198,NONE,2 HOUR,Selkirk Ave,0800 - 1730,7,1.75,204745,"Paystation, PaybyPhone",Selkirk,POINT (-97.1453188858364 49.9156894859774),"MULTILINESTRING ((-97.1450286218093 49.915596461915, -97.1456091514665 49.9157825094701))"
141,4228,NONE,2 HOUR,Arthur St,0800 - 1730,2,2.75,204493,"Paystation, PaybyPhone",Exchange,POINT (-97.1413171188892 49.8967625556035),"MULTILINESTRING ((-97.1413483061587 49.8967223596314, -97.1412859323587 49.8968027505477))"
680,PBP-152,"AM, PM",2 HOUR,Portage Ave E,0900 - 1530,3,1.75,204375,PaybyPhone Only,Downtown,POINT (-97.1361441355954 49.8949653528759),"MULTILINESTRING ((-97.13601903262 49.8949249024934, -97.1362131664753 49.8949876730057, -97.1362688006807 49.8950063580046))"
312,PBP-042,NONE,2 HOUR,Colony St,0800 - 1730,7,1.75,204247,PaybyPhone Only,Downtown,POINT (-97.1509075354676 49.8897501902178),"MULTILINESTRING ((-97.1509258673436 49.8895450288008, -97.1509174069576 49.8896395066375, -97.150889237743 49.8899553511794))"
2443,4885,NONE,2 HOUR,Carlton St,0800 - 1730,3,1.75,204244,"Paystation, PaybyPhone",Downtown,POINT (-97.1425011111493 49.8863038838777),"MULTILINESTRING ((-97.1424615383175 49.8862308842603, -97.1425406850216 49.8863768851801))"
394,4186,"AM, PM",2 HOUR,St Mary Ave,0900 - 1530,5,1.75,204406,"Paystation, PaybyPhone",Downtown,POINT (-97.1421872074193 49.8905048462346),"MULTILINESTRING ((-97.1419645394092 49.8905554366747, -97.1424098733646 49.8904542557313))"
477,PBP-185,NONE,2 HOUR,Princess St,0800 - 1730,4,1.75,204557,PaybyPhone Only,Exchange,POINT (-97.1430980921319 49.8971014118738),"MULTILINESTRING ((-97.1431777072392 49.8969986721911, -97.1430184782818 49.8972041494422))"
1016,3208,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,2,2.75,204600,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1629316205826 49.9053493434699),"MULTILINESTRING ((-97.1628332084114 49.9053177487297, -97.1630300299656 49.9053809371902))"
263,4266,AM,2 HOUR,York Ave,0900 - 1730,5,2.75,204445,"Paystation, PaybyPhone",Downtown,POINT (-97.1453467710823 49.8881450291277),"MULTILINESTRING ((-97.1451234084515 49.8881956253802, -97.1455701327916 49.8880944325488))"
499,PBP-010,NONE,9.5 HOUR,Galt Ave,0800 - 1730,2,1.75,204694,PaybyPhone Only,No Biz Zone,POINT (-97.1331531226735 49.9011184919325),"MULTILINESTRING ((-97.1330689586705 49.901091495643, -97.1332372895341 49.9011454890474))"
300,4271,NONE,2 HOUR,St Mary Ave,0800 - 1730,3,2.75,204420,"Paystation, PaybyPhone",Downtown,POINT (-97.1462847632232 49.8897058798953),"MULTILINESTRING ((-97.1461862973744 49.8897282555607, -97.1463832255197 49.889683504933))"
2498,PBP-174,"AM, PM",2 HOUR,Broadway,0900 - 1530,8,1.75,204227,PaybyPhone Only,Downtown,POINT (-97.1358176422584 49.888764155028),"MULTILINESTRING ((-97.1354372224262 49.8888502543837, -97.1361980619229 49.8886780541585))"
383,4909,NONE,2 HOUR,Hargrave St,0800 - 1730,7,1.75,204297,"Paystation, PaybyPhone",Downtown,POINT (-97.1418052574948 49.8876794443014),"MULTILINESTRING ((-97.1416995592477 49.8874847049291, -97.1418938587529 49.8878426827473, -97.1419109550357 49.8878741807117))"
644,3100,"AM, PM",4 HOUR,Sherbrook St,0900 - 1530,1,2.75,204628,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1563688551311 49.9033868755443),"MULTILINESTRING ((-97.1563843797813 49.9033667558586, -97.1563533293313 49.9034069967011))"
2945,PBP-084,NONE,2 HOUR,Ellen St,,2,1.75,204271,PaybyPhone Only,Downtown,POINT (-97.1455289541539 49.9007053018001),"MULTILINESTRING ((-97.1455715543786 49.9006501931411, -97.1454863529781 49.9007604115478))"
2249,4866,NONE,4 HOUR,Lydia St,0800 - 1730,3,2.75,204613,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1537772388917 49.9026156627894),"MULTILINESTRING ((-97.1538494128241 49.902522032813, -97.1537050650783 49.9027092922032))"
1136,PBP-079,NONE,2 HOUR,Princess St,0800 - 1730,3,1.75,204386,PaybyPhone Only,Downtown,POINT (-97.1382777009011 49.9035895227731),"MULTILINESTRING ((-97.1383434338225 49.9035037078181, -97.1382119685658 49.9036753366205))"
594,4177,NONE,2 HOUR,Fort St,0800 - 1730,6,1.75,204275,"Paystation, PaybyPhone",Downtown,POINT (-97.1373728768171 49.8903094200612),"MULTILINESTRING ((-97.1372853876641 49.8901481873376, -97.1374603659844 49.8904706516681))"
2665,3437,PM,2 HOUR,King St,0800 - 1530,2,2.75,204515,"Paystation, PaybyPhone",Exchange,POINT (-97.1411119923878 49.8980495931542),"MULTILINESTRING ((-97.1411605126868 49.8979871695051, -97.1411037269077 49.8980602270653, -97.1410634823434 49.8981120034251))"
2339,PBP-009,NONE,9.5 HOUR,George Ave,0800 - 1730,2,1.75,204697,PaybyPhone Only,No Biz Zone,POINT (-97.1297319361003 49.9009871739467),"MULTILINESTRING ((-97.1296533321074 49.9009443804944, -97.12968991492 49.9009660435913, -97.1297331533463 49.9009877860385, -97.1297789590297 49.9010072118672, -97.1298198205601 49.9010216465819))"
1057,7196,NONE,2 HOUR,Hargrave St,0800 - 1730,10,1.75,204300,"Paystation, PaybyPhone",Downtown,POINT (-97.1424975196092 49.8892728770419),"MULTILINESTRING ((-97.1423400994039 49.8889826853731, -97.1426359326545 49.8895280274593, -97.1426549441509 49.8895630652131))"
1296,3366,NONE,2 HOUR,Lombard Ave,0800 - 1730,3,1.75,204530,"Paystation, PaybyPhone",Exchange,POINT (-97.1361321593292 49.896010777844),"MULTILINESTRING ((-97.1360005575816 49.8959803830463, -97.1362637623549 49.8960411727498))"
1742,3401,NONE,2 HOUR,McDermot Ave,0800 - 1730,3,2.75,204541,"Paystation, PaybyPhone",Exchange,POINT (-97.1378388269668 49.8971779889129),"MULTILINESTRING ((-97.1377069529628 49.8971851218124, -97.1379707022059 49.897170855795))"
103,PBP-098,"AM, PM",2 HOUR,Main St,0900 - 1530,5,1.75,204330,PaybyPhone Only,Downtown,POINT (-97.1369980264184 49.9014397072812),"MULTILINESTRING ((-97.1370822059996 49.9013413295261, -97.1369893388238 49.9014498601452, -97.136913843692 49.9015380826151))"
2438,3366,NONE,2 HOUR,Lombard Ave,0800 - 1730,1,1.75,204530,"Paystation, PaybyPhone",Exchange,POINT (-97.1366708357499 49.8961373466844),"MULTILINESTRING ((-97.1366065443268 49.8961224983063, -97.1367351188389 49.8961521930931))"
282,3201,NONE,2 HOUR,Portage Ave,0800 - 1730,6,2.75,204365,"Paystation, PaybyPhone",Downtown,POINT (-97.1490129091788 49.8917776366168),"MULTILINESTRING ((-97.1488313534481 49.8918442427289, -97.1491944650067 49.8917110300018))"
616,3144,"AM, PM",2 HOUR,Smith St,0900 - 1530,2,1.75,204399,"Paystation, PaybyPhone",Downtown,POINT (-97.1400980327287 49.8903116948567),"MULTILINESTRING ((-97.1400749757819 49.8902692735014, -97.140121090297 49.8903541172762))"
589,PBP-202,NONE,2 HOUR,St Mary Ave,0800 - 1730,3,1.75,204411,"Paystation, PaybyPhone",Downtown,POINT (-97.1389987593915 49.8913614031547),"MULTILINESTRING ((-97.138900281139 49.891383774549, -97.139097243946 49.8913390302246))"
856,PBP-090,NONE,2 HOUR,Fountain St,0800 - 1730,18,1.75,204692,PaybyPhone Only,No Biz Zone,POINT (-97.1424327003362 49.9038830235574),"MULTILINESTRING ((-97.1426151792331 49.9036465201316, -97.142439910857 49.9038736783482, -97.1422502198356 49.9041195264027))"
2778,4934,NONE,2 HOUR,Market Ave,0800 - 1730,1,2.75,204536,"Paystation, PaybyPhone",Exchange,POINT (-97.1352920045963 49.8982726587355),"MULTILINESTRING ((-97.1352608103278 49.8982626894179, -97.1353231971181 49.8982826274823))"
1837,4493,NONE,2 HOUR,Navy Way,0800 - 1730,6,1.75,204349,"Paystation, PaybyPhone",Downtown,POINT (-97.1377904667697 49.8859586221478),"MULTILINESTRING ((-97.1376775895162 49.8857555054429, -97.1379033456899 49.886161740033))"
1998,4854,NONE,4 HOUR,Tecumseh St,0800 - 1730,7,2.75,204633,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1630037766949 49.905899546088),"MULTILINESTRING ((-97.1631632453785 49.9056922193279, -97.1629841659391 49.905925042081, -97.1628443714976 49.9061068930248))"
935,4885,NONE,2 HOUR,Carlton St,0800 - 1730,2,1.75,204244,"Paystation, PaybyPhone",Downtown,POINT (-97.1419209595057 49.8852363812957),"MULTILINESTRING ((-97.1418825468861 49.8851655186668, -97.1419593726699 49.8853072447087))"
464,4522,NONE,2 HOUR,Adelaide St,0800 - 1730,2,1.75,204201,"Paystation, PaybyPhone",Downtown,POINT (-97.1434666124022 49.8985289835998),"MULTILINESTRING ((-97.143511886095 49.8984705007263, -97.143454449296 49.8985446954212, -97.1434213395858 49.8985874616703))"
756,4866,NONE,4 HOUR,Lydia St,0800 - 1730,4,2.75,204613,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1535589613432 49.9028988278971),"MULTILINESTRING ((-97.1536522682082 49.9027777840907, -97.1534656542841 49.9030198712729))"
633,PBP-190,"AM, PM",2 HOUR,Broadway,0900 - 1530,7,1.75,204226,PaybyPhone Only,Downtown,POINT (-97.1381879574989 49.8882280669177),"MULTILINESTRING ((-97.1378604575755 49.8883022335061, -97.1385154567256 49.8881538993367))"
2943,3187,NONE,4 HOUR,William Ave,,6,2.75,204638,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1591022910707 49.9053569795146),"MULTILINESTRING ((-97.1588435923882 49.905273917501, -97.1593609921655 49.9054400414412))"
795,4897,NONE,2 HOUR,Spence St,0800 - 1730,7,1.75,204806,"Paystation, PaybyPhone",West End,POINT (-97.1540128393046 49.8924079150632),"MULTILINESTRING ((-97.1540281037942 49.892191198476, -97.1539975746598 49.8926246319046))"
1047,4517,NONE,2 HOUR,Hargrave St,0800 - 1730,15,1.75,204294,"Paystation, PaybyPhone",Downtown,POINT (-97.1420021924693 49.8883545576074),"MULTILINESTRING ((-97.1417679046113 49.8879229107252, -97.1422364846733 49.8887862043041))"
2382,4518,NONE,2 HOUR,Pacific Ave,0800 - 1730,1,1.75,204550,"Paystation, PaybyPhone",Exchange,POINT (-97.1336153036905 49.9001053114266),"MULTILINESTRING ((-97.1335834599512 49.9000951434187, -97.1336471525355 49.9001154810519))"
928,3407,NONE,2 HOUR,Edmonton St,0800 - 1730,5,1.75,204265,"Paystation, PaybyPhone",Downtown,POINT (-97.1431618600644 49.8847880167461),"MULTILINESTRING ((-97.1430867138011 49.8846496058391, -97.1432370072218 49.8849264284575))"
1801,PBP-176,NONE,2 HOUR,Portage Ave,0800 - 1730,2,1.75,204368,PaybyPhone Only,Downtown,POINT (-97.1531737510848 49.8902484622155),"MULTILINESTRING ((-97.1530955730113 49.8902771475917, -97.153251929324 49.8902197766919))"
2598,PBP-033,NONE,2 HOUR,Arthur St,0800 - 1730,1,2.75,204496,PaybyPhone Only,Exchange,POINT (-97.140652752931 49.8976264223496),"MULTILINESTRING ((-97.1406819138244 49.8975886367965, -97.1406235934947 49.8976642059482))"
320,4523,NONE,2 HOUR,Webb Pl,0800 - 1730,9,1.75,204430,"Paystation, PaybyPhone",Downtown,POINT (-97.150994630947 49.8928779317884),"MULTILINESTRING ((-97.150699108491 49.8929449231941, -97.1512901530217 49.8928109395321))"
49,3105,"AM, PM",2 HOUR,Smith St,0900 - 1530,5,1.75,204396,"Paystation, PaybyPhone",Downtown,POINT (-97.1409078287224 49.8917933365108),"MULTILINESTRING ((-97.1408363522035 49.8916618287585, -97.1409793064005 49.8919248456354))"
154,4945,NONE,4 HOUR,Furby St,0800 - 1730,4,2.75,204609,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1548207405582 49.9032986755391),"MULTILINESTRING ((-97.1549009872654 49.9031945774175, -97.1547404950757 49.9034027715674))"
332,PBP-122,NONE,2 HOUR,Carlton St,0800 - 1730,1,1.75,204792,PaybyPhone Only,West End,POINT (-97.1471683105898 49.8948536401896),"MULTILINESTRING ((-97.1471568060447 49.8948324217287, -97.1471798134144 49.8948748554574))"
390,4276,"AM, PM",2 HOUR,York Ave,0900 - 1530,5,1.75,204455,"Paystation, PaybyPhone",Downtown,POINT (-97.1420456690838 49.889011656996),"MULTILINESTRING ((-97.1418232748197 49.8890620281726, -97.1422680651166 49.8889612848884))"
2902,,NONE,2 HOUR,Memorial Blvd,,46,,999999999,,,POINT (-97.1484331545165 49.8868206510029),"MULTILINESTRING ((-97.1480935531153 49.8863278348367, -97.1485324497353 49.8869647422215, -97.148768451724 49.887314692727))"
78,7206,NONE,2 HOUR,Lily St,0800 - 1730,8,1.75,204525,"Paystation, PaybyPhone",Exchange,POINT (-97.1353129676589 49.8996469880465),"MULTILINESTRING ((-97.1356027928865 49.8994977894826, -97.1355944175857 49.8995034044671, -97.135501392722 49.8995576116945, -97.1354016424952 49.8996065760146, -97.1353721511679 49.8996194899596, -97.1353263030239 49.899640242697, -97.1352849364508 49.899661166897, -97.1351694375857 49.8997227493538, -97.1350447303971 49.8997892411012, -97.135026144716 49.8997991307348))"
72,3414,NONE,2 HOUR,Rorie St,0800 - 1730,5,2.75,204560,"Paystation, PaybyPhone",Exchange,POINT (-97.1370582696964 49.8965034753873),"MULTILINESTRING ((-97.137116683429 49.8963763303501, -97.1370155121705 49.8965965422241, -97.1369998563222 49.896630618939))"
356,3209,NONE,2 HOUR,Portage Ave,0800 - 1730,5,2.75,204371,"Paystation, PaybyPhone",Downtown,POINT (-97.1452422935532 49.8931653093346),"MULTILINESTRING ((-97.1450487034678 49.8932364412635, -97.1454358831489 49.8930941770536))"
275,7207,NONE,2 HOUR,Vaughan St,0800 - 1730,14,2.75,204427,"Paystation, PaybyPhone",Downtown,POINT (-97.1481157558949 49.8884735837106),"MULTILINESTRING ((-97.1478939600728 49.8880712059301, -97.147992881564 49.888250668274, -97.1482376908207 49.8886947927389, -97.1483375556204 49.8888759615616))"
1257,PBP-001,NONE,2 HOUR,Assiniboine Ave,0800 - 1730,4,1.75,204205,PaybyPhone Only,Downtown,POINT (-97.1416160612362 49.8840976573955),"MULTILINESTRING ((-97.1414963427384 49.8841435038009, -97.1417357818052 49.8840518099866))"
651,3163,NONE,2 HOUR,Donald St,0800 - 1730,2,1.75,204259,"Paystation, PaybyPhone",Downtown,POINT (-97.139487551024 49.8864591278942),"MULTILINESTRING ((-97.1394476245952 49.8863855687602, -97.1395274767449 49.8865326854862))"
1006,3131,"AM, PM",2 HOUR,Broadway,0900 - 1530,4,2.75,204229,"Paystation, PaybyPhone",Downtown,POINT (-97.1424700948424 49.8869731260381),"MULTILINESTRING ((-97.1423061833921 49.8870102479908, -97.1426340065752 49.8869360037332))"
522,4169,NONE,2 HOUR,Edmonton St,0800 - 1730,1,2.75,204268,"Paystation, PaybyPhone",Downtown,POINT (-97.1460726910177 49.8900831432445),"MULTILINESTRING ((-97.1460611700724 49.8900619287333, -97.1460842102287 49.8901043545424))"
816,PBP-113,NONE,2 HOUR,Henry Ave,0800 - 1730,8,1.75,204302,PaybyPhone Only,Downtown,POINT (-97.1371613817899 49.9043579422867),"MULTILINESTRING ((-97.1367522351226 49.9042266787965, -97.1375449601447 49.9044810009287, -97.1375706526217 49.9044890396377))"
2400,4165,NONE,2 HOUR,Hargrave St,0800 - 1730,2,1.75,204293,"Paystation, PaybyPhone",Downtown,POINT (-97.1436044980646 49.8909523944858),"MULTILINESTRING ((-97.1435761381927 49.890900160262, -97.1436328588978 49.89100463036))"
132,7216,NONE,2 HOUR,Notre Dame Ave,0800 - 1730,5,1.75,204549,"Paystation, PaybyPhone",Exchange,POINT (-97.1408601871605 49.8954903925157),"MULTILINESTRING ((-97.1406350697053 49.8954182395265, -97.1407873837391 49.8954670581698, -97.1410853038121 49.8955625445978))"
241,3120,"AM, PM",2 HOUR,Broadway,0900 - 1530,3,2.75,204225,"Paystation, PaybyPhone",Downtown,POINT (-97.1450124298017 49.886395006918),"MULTILINESTRING ((-97.1448939344409 49.8864218769732, -97.1451309278227 49.8863681361088))"
202,PBP-009,NONE,9.5 HOUR,George Ave,0800 - 1730,7,1.75,204697,PaybyPhone Only,No Biz Zone,POINT (-97.1304315146978 49.9012217500018),"MULTILINESTRING ((-97.130171379686 49.9011383165912, -97.1305309213277 49.9012536325781, -97.1306916489708 49.9013051823074))"
442,3437,PM,2 HOUR,King St,0800 - 1530,3,2.75,204515,"Paystation, PaybyPhone",Exchange,POINT (-97.1413007203598 49.8977965603617),"MULTILINESTRING ((-97.1413626107844 49.8977169344481, -97.1412388297364 49.8978761862354))"
1087,4263,PM,2 HOUR,McDermot Ave,0800 - 1530,2,2.75,204545,"Paystation, PaybyPhone",Exchange,POINT (-97.1399110946113 49.8971118678686),"MULTILINESTRING ((-97.1398023023617 49.8971110281728, -97.1400198842963 49.8971127074429))"
2445,4879,NONE,2 HOUR,Hargrave St,0800 - 1730,4,1.75,204296,"Paystation, PaybyPhone",Downtown,POINT (-97.1411898677792 49.8865957796486),"MULTILINESTRING ((-97.1411337681879 49.8864924247713, -97.1412459675363 49.8866991343616))"
473,PBP-185,NONE,2 HOUR,Princess St,0800 - 1730,2,1.75,204557,PaybyPhone Only,Exchange,POINT (-97.1427503881802 49.8975406173059),"MULTILINESTRING ((-97.1427971225708 49.8974803100313, -97.1427036532869 49.8976009250597))"
304,4198,"AM, PM",2 HOUR,St Mary Ave,0900 - 1530,4,2.75,204415,"Paystation, PaybyPhone",Downtown,POINT (-97.1474232758456 49.8893149524573),"MULTILINESTRING ((-97.147291931942 49.889344706576, -97.1475546203963 49.889285198007))"
948,3208,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,2,2.75,204600,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1614801894384 49.9048833560742),"MULTILINESTRING ((-97.161386683704 49.9048533347683, -97.1615736948486 49.9049133771635))"
